,Topik 1,Topik 2,Topik 3,Total Proporsi Kata
fft,0.12161841237411444,0.7282975052261991,0.15008408239968654,1.0
fia,0.18718775210569422,0.6241690146143082,0.18864323327999763,1.0
fid,0.19782122120741735,0.6145075234149541,0.1876712553776285,1.0
field,0.030507308181463,0.01694502995430982,0.9525476618642271,1.0
fight,0.8286599815402611,0.13157346607983092,0.03976655237990804,1.0
fik,0.12313842664879995,0.7527656820261431,0.1240958913250569,1.0
file,0.13370386829298084,0.45819747582829445,0.40809865587872457,0.9999999999999998
filenya,0.05673013796072999,0.03152291787512982,0.9117469441641401,1.0
filesystem,0.04542460296312357,0.9087975943937534,0.04577780264312292,0.9999999999999999
film,0.051986427928754304,0.8956229228950665,0.05239064917617909,0.9999999999999999
filter,0.003128857734116254,0.3895539926401847,0.607317149625699,1.0
filteringcf,0.18718775172642144,0.6241690153869813,0.18864323288659726,1.0
financ,0.1870527661433512,0.6228323325332471,0.1901149013234017,1.0
financi,0.056560933528871156,0.03144046233377339,0.9119986041373555,1.0
fine,0.8739708572567616,0.044234077468332515,0.08179506527490597,1.0
finger,0.18718775259882145,0.624169013637118,0.1886432337640606,1.0
fingerprint,0.7161117911917014,0.2681995177487746,0.01568869105952407,1.0
fingerprintbitmapsâ,0.13153748843951352,0.07310095961799166,0.7953615519424949,1.0
finish,0.13307817751411474,0.08835732410886847,0.7785644983770169,1.0
finit,0.5169539443953416,0.010537193864022182,0.47250886174063617,1.0
fire,0.18718775224229942,0.6241690143636394,0.18864323339406125,1.0
firefox,0.18718775236335633,0.6241690141068863,0.18864323352975737,1.0
firewal,0.05198642798958035,0.8956229227726461,0.05239064923777345,0.9999999999999999
first,0.9749146917429198,0.008961115683432679,0.016124192573647365,0.9999999999999999
firstord,0.05656060441574849,0.03143312612192548,0.912006269462326,1.0
firt,0.7930944034906097,0.07364684145709624,0.13325875505229404,0.9999999999999999
fish,0.0791059576711556,0.043962534774021726,0.8769315075548227,1.0
fisherfac,0.8458606991589662,0.04422447591982323,0.10991482492121059,1.0
fisib,0.18718775229402812,0.6241690142435586,0.18864323346241332,1.0
fisik,0.2348976106133767,0.6042880216343898,0.16081436775223357,1.0
fisika,0.6555214719560052,0.320269807633581,0.024208720410413703,0.9999999999999999
fisikomersi,0.7932816516682627,0.07347670915412394,0.13324163917761334,1.0
fit,0.41990034031224405,0.013624415453477425,0.5664752442342785,1.0
fitnessnya,0.13174711114559928,0.07517669638974615,0.7930761924646547,1.0
fitur,0.2664166951074835,0.01952635888484956,0.7140569460076669,1.0
fiturakurasi,0.7932816515105696,0.07347670919176143,0.13324163929766894,1.0
fiturciri,0.13153748866981835,0.07310095969053902,0.7953615516396426,1.0
fiturfitur,0.016240359073580766,0.23148843107974468,0.7522712098466746,1.0
fiturfiturnya,0.13195668748165124,0.07310119772462488,0.7949421147937239,1.0
fiturnya,0.05656060441566585,0.0314331261220996,0.9120062694622345,1.0
fix,0.0791059572654138,0.043962534645158834,0.8769315080894274,1.0
fknn,0.2001915417186685,0.6123538645356492,0.1874545937456822,0.9999999999999999
flag,0.8755509452987305,0.044234617177765403,0.08021443752350407,1.0
flappi,0.03717226563691047,0.020021227996471058,0.9428065063666186,1.0
flappybird,0.8752881317604886,0.044234527391083425,0.08047734084842798,1.0
flartoolkit,0.07910595756139795,0.04396253473906398,0.8769315076995381,1.0
flash,0.8613005454580028,0.011675588654882203,0.1270238658871151,1.0
fleksibel,0.9106987337337277,0.03191034428173239,0.05739092198453989,0.9999999999999999
fleksibelnya,0.7932816516505236,0.07347670915853793,0.13324163919093837,0.9999999999999998
fleksibilita,0.08257003419904543,0.4473418561572503,0.47008810964370423,1.0
flood,0.09174603307268415,0.8157945612045874,0.09245940572272841,0.9999999999999999
flow,0.8754328249221728,0.0443458486380476,0.08022132643977967,1.0
fluktuasi,0.1230572050057657,0.7514582279477428,0.12548456704649158,1.0
fmcdm,0.12313842625241112,0.7527656828201303,0.12409589092745842,0.9999999999999999
fmeasur,0.5243719171971971,0.4607898597898185,0.014838223012984523,1.0
fmeasurenya,0.18718775233890367,0.624169014149686,0.18864323351141035,1.0
fmop,0.05658886744328207,0.03206315641462452,0.9113479761420934,1.0
focal,0.08027141701245828,0.044395068738326986,0.8753335142492147,1.0
focus,0.12488447477711535,0.7365868062125965,0.1385287190102882,1.0000000000000002
foku,0.30726136809888055,0.6522358259066099,0.04050280599450968,1.0
fold,0.9428774061400131,0.02054952006647783,0.036573073793508964,0.9999999999999999
fonik,0.9519855952566534,0.017066411774663396,0.03094799296868325,1.0
font,0.12355978253396077,0.7457179776107005,0.1307222398553389,1.0000000000000002
food,0.09174603292245238,0.8157945615017247,0.09245940557582288,1.0
for,0.13924874381614924,0.21211012839474633,0.6486411277891044,1.0
forc,0.1864165802022762,0.6165325793339392,0.19705084046378465,1.0000000000000002
forecast,0.09174603337856715,0.815794560586026,0.09245940603540673,0.9999999999999998
foreground,0.07910595756772006,0.0439625347411732,0.8769315076911067,1.0
foregroundapertur,0.18214345732900206,0.5742185990122554,0.24363794365874275,1.0000000000000002
foreign,0.875550945271289,0.04423461718441072,0.08021443754430033,1.0
form,0.5576487057294669,0.013617485043698072,0.42873380922683496,1.0
formal,0.3681236954030994,0.5870176870204118,0.044858617576488714,0.9999999999999999
formasi,0.0566744979269246,0.033972044380114454,0.9093534576929609,1.0
format,0.4426422758143149,0.0135933468434511,0.543764377342234,1.0
formula,0.07414321051915895,0.851921238407064,0.07393555107377708,1.0
formulir,0.4772110090859549,0.050373913761450444,0.47241507715259473,1.0
forum,0.030259330555548268,0.939322273841324,0.0304183956031276,1.0
forward,0.7836987435957148,0.2043380605799893,0.011963195824295902,1.0
foto,0.5386591207027095,0.03155090362156921,0.42978997567572136,1.0
fourier,0.7020722573197166,0.2552788792703541,0.04264886340992946,1.0
fp,0.056622524572958216,0.031433141268514646,0.9119443341585272,1.0
fpgrowth,0.0974679274539477,0.8103176835970739,0.09221438894897838,1.0
frame,0.04937040598552326,0.17699428088018193,0.7736353131342948,1.0
framework,0.00425890598982587,0.5169786316530945,0.4787624623570796,1.0
frameworknya,0.7875432016734009,0.07869061714766554,0.13376618117893357,1.0
frameworkzf,0.13153748832286097,0.07310095957997488,0.7953615520971642,1.0
frameworkâ,0.13699781450584825,0.07310406052015707,0.7898981249739947,1.0
frasa,0.7932816512748423,0.07347670924908946,0.13324163947606818,0.9999999999999999
free,0.9107361702874869,0.03187451090693361,0.05738931880557953,1.0
freedom,0.16429036802768582,0.07311955859728261,0.7625900733750315,0.9999999999999999
freeradiu,0.12313842666708792,0.752765681987091,0.12409589134582097,1.0
frekuensi,0.37523736422053283,0.569872178297022,0.05489045748244523,1.0
fremwork,0.18718775343162083,0.6241690119568187,0.18864323461156032,0.9999999999999999
frequenc,0.05143207326937764,0.11481650729785828,0.8337514194327641,1.0
frequent,0.061056940053619994,0.8777146450973061,0.06122841484907391,1.0
friendli,0.8285682710707275,0.13146146506679557,0.039970263862477026,1.0
from,0.1315374881006696,0.07310095950855947,0.7953615523907709,1.0
frontal,0.0791059572884458,0.043962534652152385,0.8769315080594018,1.0
fruit,0.13153748824225658,0.07310095955419899,0.7953615522035444,1.0
frustasi,0.7932447483614765,0.07351023937558086,0.13324501226294272,1.0
fsa,0.875550945083319,0.04423461722917931,0.08021443768750165,1.0
fscore,0.43252193711161413,0.057031400757328855,0.5104466621310569,1.0
fslsm,0.1279505606450878,0.74682524555346,0.12522419380145228,1.0
fslsmdengan,0.7207452073409248,0.13938276339242098,0.13987202926665424,1.0
fsm,0.6339516234785019,0.024581349750349042,0.3414670267711491,1.0
fsva,0.12313842629755076,0.7527656827259885,0.12409589097646075,1.0
ftp,0.7932816518029399,0.07347670912221904,0.13324163907484105,1.0
fulli,0.07910595739940632,0.04396253468750591,0.8769315079130877,1.0
fullyconnect,0.6692439692493587,0.07340627991592104,0.25734975083472034,1.0
fun,0.14850388845037765,0.07311059479977841,0.7783855167498439,1.0
function,0.5003811502251553,0.4055744884065744,0.09404436136827025,0.9999999999999999
fundu,0.006521909797229953,0.0036150591190561355,0.989863031083714,1.0
fungsi,0.3135725128923788,0.2401237341699596,0.44630375293766156,1.0
fungsifungsi,0.18718775259882145,0.624169013637118,0.1886432337640606,1.0
fungsinya,0.0791062714681431,0.043967592581055544,0.8769261359508014,1.0
fungsion,0.024733649078939973,0.38645757169500344,0.5888087792260565,0.9999999999999999
fungsionalita,0.029841660503319486,0.6685337305987316,0.301624608897949,1.0
funngsi,0.18718775245882144,0.6241690139069949,0.1886432336341837,1.0
furnitar,0.07932097843781656,0.044240906998823444,0.87643811456336,1.0
furnitur,0.023370661188449635,0.013024456693159908,0.9636048821183906,1.0
furp,0.8599928367464266,0.04422930232985771,0.09577786092371576,1.0
fuse,0.1871877526514052,0.6241690135216846,0.1886432338269102,1.0
fusion,0.036297652216429895,0.020021091803618277,0.9436812559799518,1.0
fusiontest,0.7392183811923758,0.07344601287324772,0.18733560593437656,1.0
futsal,0.06075399401503643,0.8776477457696974,0.061598260215266196,1.0
futsalberdasarkan,0.13227547440304888,0.08040868299212336,0.7873158426048278,1.0
fuzzi,0.37997462383699065,0.48609238245187214,0.13393299371113723,1.0
fuzzyanalyt,0.7403337183455088,0.12158479083644494,0.13808149081804633,1.0
fvc,0.13153748843951352,0.07310095961799166,0.7953615519424949,1.0
ga,0.6070682038690476,0.3189390305174432,0.07399276561350919,1.0
gabor,0.056560604434491506,0.031433126128078935,0.9120062694374296,1.0
gabungan,0.12353985085906388,0.1852478423274925,0.6912123068134437,1.0
gadget,0.5801457562043182,0.3224114776339827,0.09744276616169913,1.0
gadgetnya,0.7932816516616581,0.073476709153884,0.13324163918445775,0.9999999999999999
gae,0.18718775158107542,0.6241690156812044,0.18864323273772016,1.0
gagak,0.3655962613341248,0.07323386387586397,0.5611698747900112,1.0
gagal,0.9133732824401347,0.009649990077709666,0.07697672748215553,0.9999999999999999
gagasan,0.8655255564771079,0.026154536982484423,0.10831990654040766,1.0
gain,0.5176389294911405,0.46742567598704143,0.014935394521818031,1.0
gajah,0.13153748817879268,0.07310095953358409,0.7953615522876232,1.0
gaji,0.09183661683989262,0.8140033776973722,0.09416000546273516,1.0
gakmean,0.03603105205247968,0.020204142118185626,0.9437648058293346,1.0
galat,0.13153748866943044,0.07310095969122724,0.7953615516393423,1.0
gale,0.18710609918967477,0.6233604461452567,0.18953345466506863,1.0
gali,0.21661102151599,0.02093381438287046,0.7624551641011397,1.0
gambar,0.374399070387658,0.0016201924270675015,0.6239807371852745,1.0
gambaran,0.9103399898238461,0.03189376722959162,0.057766242946562345,1.0
gambaraninformasi,0.1871877530839893,0.6241690126524368,0.18864323426357396,1.0
gambargambar,0.875550945313645,0.04423461717419624,0.08021443751215891,1.0
game,0.845286924293065,0.00027903781051427174,0.1544340378964207,1.0
gameedukasi,0.38261198676967917,0.44660803487057893,0.1707799783597419,1.0
gamegam,0.7931998031966542,0.07351687295240127,0.13328332385094463,1.0
gameplay,0.16339540040549164,0.20719112146740465,0.6294134781271037,1.0
gameplaynya,0.13153748837082013,0.07310095959478778,0.7953615520343921,1.0
gamif,0.1280029057411851,0.7481849029118914,0.12381219134692335,0.9999999999999999
gamma,0.5778317360323894,0.3224056241962751,0.09976263977133562,1.0
gammu,0.09180821162756142,0.8157350443727382,0.09245674399970032,0.9999999999999999
gampang,0.10587677547309422,0.32122793970357766,0.5728952848233282,1.0
gana,0.12974170420882938,0.746547512702133,0.12371078308903745,0.9999999999999999
ganda,0.8014824071896927,0.17175829478944102,0.02675929802086625,1.0
gangguan,0.5689479091013774,0.1260225687169791,0.3050295221816436,1.0
ganjil,0.13174711114559928,0.07517669638974615,0.7930761924646547,1.0
ganti,0.03602668587274675,0.020052715102088434,0.9439205990251648,1.0
gap,0.04560057929389866,0.9085328848703857,0.04586653583571571,1.0000000000000002
gapkesenjangan,0.790202570452081,0.07627433713303762,0.13352309241488133,1.0
garam,0.13258257479039415,0.35102926792957584,0.5163881572800301,1.0
garamsedangakan,0.13153748880224866,0.07310095973394364,0.7953615514638076,0.9999999999999999
gardner,0.193752954824978,0.6182039183201665,0.18804312685485547,1.0
gari,0.49480365202759685,0.010911107028154027,0.49428524094424914,1.0
garisgari,0.18558774817598145,0.6083251983168276,0.20608705350719103,1.0
gase,0.14457916990112543,0.07310836569024519,0.7823124644086294,1.0
gate,0.12310022819393766,0.7521507788877912,0.12474899291827109,1.0
gateway,0.01651664224758667,0.77223616131404,0.21124719643837322,0.9999999999999999
gatewayrancang,0.18718775229155563,0.6241690142451924,0.18864323346325196,1.0
gaul,0.793281651328461,0.0734767092358607,0.13324163943567843,1.0
gaussian,0.0930919441518907,0.008169383346840968,0.8987386725012683,1.0
gawang,0.05666964121532321,0.0338637517504191,0.9094666070342577,1.0
gaya,0.8941092376028332,0.049628641834324964,0.05626212056284189,1.0
gb,0.18718775259534146,0.6241690136348192,0.18864323376983924,1.0
ge,0.056622524572958216,0.031433141268514646,0.9119443341585272,1.0
gedung,0.028291790581769036,0.4499917738251469,0.5217164355930841,1.0
geger,0.7932816520181039,0.07347670907026703,0.13324163891162924,1.0000000000000002
gejala,0.8074158777698708,0.002556008108458162,0.19002811412167098,0.9999999999999999
gejalagajala,0.7932816516331991,0.07347670916284259,0.13324163920395823,0.9999999999999999
gejalagejala,0.9702546939386463,0.010572777990973753,0.01917252807037997,1.0
gejeh,0.1317768665905146,0.07547134347798451,0.7927517899315009,1.0
gelandang,0.13223126299715848,0.07997092862788113,0.7877978083749604,1.0
gelap,0.04536808596815921,0.024477034602440998,0.9301548794293998,1.0
gelombang,0.05356453675188327,0.8933036329899142,0.05313183025820239,0.9999999999999998
gemar,0.7932816515528227,0.07347670918102964,0.1332416392661475,0.9999999999999999
gemari,0.18718775373939756,0.6241690113328323,0.18864323492777002,0.9999999999999999
geme,0.6843830358044732,0.07341487586936761,0.24220208832615917,1.0
gen,0.8750273216484192,0.044643924966395465,0.08032875338518523,0.9999999999999999
gender,0.14571100192764622,0.012974394340763171,0.8413146037315906,1.0
gener,0.46040961659162555,0.2990902680420639,0.2405001153663104,0.9999999999999999
generasi,0.5088430982136084,0.2122894226153464,0.27886747917104526,1.0
generatorâ,0.18668196607775417,0.6191604978473417,0.19415753607490405,0.9999999999999999
genet,0.8736462938235061,0.04470452255557293,0.08164918362092102,1.0
genetika,0.7321940790806849,0.15565765479401103,0.11214826612530412,1.0
genggam,0.18718775446496325,0.6241690098756698,0.18864323565936691,1.0
genr,0.5304748411071663,0.11570602022123852,0.3538191386715951,0.9999999999999999
genu,0.18433302187904663,0.5959004564358452,0.21976652168510802,0.9999999999999999
geo,0.13153748880224866,0.07310095973394364,0.7953615514638076,0.9999999999999999
geodes,0.1871877527076068,0.6241690134021736,0.18864323389021972,1.0
geograf,0.18718775275141514,0.6241690133338795,0.18864323391470542,1.0000000000000002
geografi,0.3274394399992623,0.5408625230712845,0.13169803692945328,1.0
geografissiggoogl,0.18718775262335668,0.6241690135823121,0.18864323379433112,1.0
geograph,0.12313842671589152,0.752765681889368,0.12409589139474067,1.0000000000000002
geolog,0.5633054286936392,0.07334612718629668,0.36334844412006406,1.0
geometr,0.03605485984483047,0.021029832552995068,0.9429153076021745,1.0
geometri,0.05656060447359351,0.03143312614067197,0.9120062693857345,1.0
geospasi,0.47721616883898044,0.048963045540238545,0.47382078562078106,1.0
geotag,0.9109792278794531,0.0316418616999959,0.05737891042055096,1.0
geotaggingloc,0.7932816521158795,0.07347670904635906,0.1332416388377613,0.9999999999999999
gerak,0.2592235855021385,0.006311329467119823,0.7344650850307417,1.0
gerakan,0.6527504172257848,0.09012476837078401,0.2571248144034313,1.0
gerakangerakan,0.79328165147073,0.07347670920173889,0.1332416393275311,1.0
gerakanâ,0.187187752906134,0.6241690130107744,0.18864323408309153,1.0
gerbang,0.054872874647963095,0.3328815730981418,0.6122455522538951,1.0
gestur,0.4760999840780677,0.04409815651959572,0.47980185940233655,1.0
ghimk,0.1315374880067441,0.0731009594781541,0.7953615525151019,1.0
gi,0.05276483387154961,0.8946676467865401,0.05256751934191024,1.0
gif,0.7932816511307589,0.07347670928325456,0.13324163958598648,0.9999999999999999
gigi,0.9786995028066271,0.016500791704182435,0.00479970548919037,0.9999999999999999
giginya,0.9109792276329565,0.03164186175878293,0.057378910608260704,1.0
gigitan,0.9104869203169675,0.03165939209487499,0.05785368758815748,1.0
giliran,0.05656060444963725,0.031433126132686236,0.9120062694176765,1.0
gingerbread,0.8755509452303952,0.044234617194082136,0.08021443757552273,1.0000000000000002
ginggerbread,0.7932816519190026,0.07347670909389858,0.13324163898709881,1.0
ginjal,0.9798414078528639,0.007164997381304319,0.012993594765831782,0.9999999999999999
gizi,0.9325097173578599,0.0037102747395828784,0.06378000790255713,0.9999999999999999
gizinya,0.7921234015316773,0.07452908549552899,0.13334751297279374,1.0
glaucoma,0.13388839113875858,0.07310229461793873,0.7930093142433027,1.0
glcm,0.4219834785952783,0.005977906738864382,0.5720386146658573,1.0
gldm,0.07910595727460315,0.04396253464780454,0.8769315080775922,0.9999999999999999
glial,0.7894068994481858,0.07347450918651917,0.13711859136529514,1.0
glioma,0.7894068994481858,0.07347450918651917,0.13711859136529514,1.0
global,0.013619984455342574,0.4897491327882208,0.49663088275643646,0.9999999999999998
globalisasi,0.3714161879916356,0.40709823359341735,0.22148557841494712,1.0000000000000002
globalisassi,0.793281651328461,0.0734767092358607,0.13324163943567843,1.0
glow,0.18810620620655552,0.5838245813697305,0.22806921242371406,1.0
glrlm,0.019253727591154374,0.010497068528604932,0.9702492038802407,1.0
glrm,0.05656060443695833,0.03143312612877261,0.9120062694342691,1.0
glukoma,0.13153748803452253,0.0731009594869929,0.7953615524784845,1.0
glukosa,0.9109792276582354,0.03164186175276321,0.05737891058900135,0.9999999999999999
go,0.18718775259882145,0.624169013637118,0.1886432337640606,1.0
goal,0.5801457567164051,0.32241147710137424,0.09744276618222057,1.0
godoglamongan,0.1345615463939085,0.07904774825197781,0.7863907053541136,0.9999999999999999
gol,0.04411175035944826,0.027190069067998042,0.9286981805725537,1.0
golongan,0.035537029646511085,0.22322014957356298,0.741242820779926,1.0
googl,0.17855048902393608,0.7532444351137276,0.06820507586233633,1.0
goresan,0.790230047577928,0.07347497652600658,0.13629497589606548,1.0
gotong,0.13163447283621157,0.07406131929318321,0.7943042078706052,1.0
govern,0.8750154549907007,0.044738876842467024,0.08024566816683233,1.0
gp,0.14437081651779535,0.26006956609719645,0.5955596173850082,1.0
gr,0.07910595733448704,0.043962534667300386,0.8769315079982126,1.0
grab,0.09174603387605737,0.8157945595863191,0.09245940653762358,1.0
grade,0.72226641351169,0.07343638758803073,0.20429719890027934,1.0
gradi,0.1316123885278544,0.07384261668991177,0.794544994782234,1.0
gradient,0.9080181780791422,0.031641138588336136,0.060340683332521794,1.0000000000000002
graf,0.6514844610563191,0.3037952364643524,0.04472030247932849,0.9999999999999999
grafi,0.07986130882509829,0.04396279273692132,0.8761758984379805,1.0
grafik,0.455154538461741,0.15461918011858786,0.39022628141967114,1.0
gram,0.9307059326380891,0.024630131168764946,0.04466393619314599,1.0
grammat,0.13171156278264418,0.07310105846225019,0.7951873787551055,0.9999999999999998
gramulia,0.09174603321876358,0.8157945609069268,0.09245940587430962,1.0
graph,0.0736835937962408,0.8526592709396161,0.07365713526414303,1.0
grati,0.41619254639851244,0.45900513704867085,0.12480231655281661,0.9999999999999999
gray,0.05517019845875106,0.004901679210430738,0.9399281223308182,1.0
grayscal,0.00882236600456145,0.004902929377502534,0.986274704617936,1.0
grcitra,0.13153748843951352,0.07310095961799166,0.7953615519424949,1.0
greedi,0.9632446853376264,0.013077939207463234,0.023677375454910395,1.0
green,0.01586544870691538,0.008817102563263905,0.9753174487298207,1.0
greenhous,0.05198642791432061,0.8956229229248945,0.05239064916078491,1.0
gresik,0.032947225874772015,0.93378095598143,0.03327181814379802,1.0
grey,0.05721626779585211,0.031453809740336125,0.9113299224638117,1.0
grid,0.9085702762263071,0.031641273384363934,0.05978845038932894,1.0
grip,0.187187752163827,0.6241690144976391,0.18864323333853394,1.0
ground,0.01727189550248868,0.009592380331322023,0.9731357241661892,0.9999999999999999
groundtruth,0.026430462480968024,0.01470575240887328,0.9588637851101588,1.0
groundtruthnya,0.133725949764726,0.07310220237183446,0.7931718478634395,1.0
group,0.13217589920577255,0.07942269901947203,0.7884014017747555,1.0
grow,0.802395340650684,0.13461450822578866,0.06299015112352743,1.0
growth,0.07349364054639224,0.8510189673441183,0.07548739210948953,1.0000000000000002
grup,0.07929624643781848,0.047025652310846155,0.8736781012513353,0.9999999999999999
guangxi,0.1315374880067441,0.0731009594781541,0.7953615525151019,1.0
guard,0.12313842622234054,0.7527656828835322,0.1240958908941274,1.0
gubernur,0.18718775357593156,0.6241690116626393,0.18864323476142908,0.9999999999999999
gudang,0.027908269649842048,0.9439496940389801,0.028142036311177787,1.0
gui,0.12500848059637745,0.7510046910042388,0.1239868283993838,1.0
guid,0.08074617047720703,0.04396309520321004,0.8752907343195829,1.0
guidelin,0.19183217655224172,0.6199491242765147,0.1882186991712435,1.0
gula,0.16359219674872158,0.6920162277089028,0.1443915755423756,1.0
gumeno,0.12313842629849941,0.7527656827295857,0.12409589097191488,0.9999999999999999
gunjal,0.7932816518767322,0.07347670910394638,0.13324163901932148,1.0
gunung,0.13153748817879268,0.07310095953358409,0.7953615522876232,1.0
guru,0.5489512897130733,0.44849253939326555,0.0025561708936613016,1.0
guruguru,0.4962544780665225,0.34335332217735837,0.1603921997561191,1.0
gurukepala,0.187187752107557,0.6241690146201905,0.1886432332722526,1.0
gyroscop,0.793281651443729,0.07347670920808322,0.1332416393481879,1.0
ha,0.0519744787175162,0.895134460458007,0.052891060824476754,1.0
haar,0.11624941414790287,0.008170853268253083,0.875579732583844,1.0
habi,0.07314581474006353,0.8528849412081888,0.07396924405174765,1.0
hackerpada,0.18718775238688126,0.6241690140564953,0.18864323355662355,1.0
had,0.12371328040905871,0.7470684534376675,0.12921826615327392,1.0
hadapi,0.45728428328228127,0.4659090728283586,0.07680664388936008,0.9999999999999999
hadiah,0.8748896794853854,0.044234391286441486,0.08087592922817309,1.0
hadiahnya,0.79328165147073,0.07347670920173889,0.1332416393275311,1.0
hadir,0.13174843135725514,0.07518975913439438,0.7930618095083505,1.0
hadist,0.05198642862231075,0.895622921503222,0.0523906498744672,0.9999999999999999
hadit,0.019018517665916102,0.9618150858990222,0.01916639643506171,1.0
hafalan,0.7932816517722656,0.07347670912922419,0.13324163909851008,0.9999999999999999
hak,0.4571401621006663,0.46537497464861927,0.07748486325071441,1.0
hal,0.1871877533898901,0.6241690120391018,0.188643234571008,1.0
halaman,0.25591508096526416,0.7206371881474488,0.023447730887287004,1.0
halamanhalaman,0.18718775236335633,0.6241690141068863,0.18864323352975737,1.0
halangan,0.1382216763621487,0.0733164050249003,0.7884619186129511,1.0
halhal,0.43081772979549243,0.5076070378409852,0.0615752323635225,1.0000000000000002
halnya,0.3212271549109092,0.6248186829855584,0.05395416210353244,1.0
halu,0.9304274303316924,0.02489921144533405,0.04467335822297353,1.0
hama,0.9830629158288431,0.006026198007195077,0.010910886163961962,1.0
hambatan,0.07342542708556433,0.8528477432940582,0.07372682962037734,0.9999999999999999
hamil,0.09603708843183333,0.8116872529714264,0.09227565859674025,1.0
hand,0.13153748861320425,0.0731009596722186,0.7953615517145771,1.0
handal,0.41629034895298783,0.5321677190294065,0.051541932017605686,1.0
handcraft,0.05656060433346643,0.03143312609603609,0.9120062695704974,0.9999999999999999
handmad,0.13153748864035666,0.07310095968112502,0.7953615516785184,1.0
handphon,0.1588693291483657,0.4432137677819537,0.39791690306968064,1.0
handwrit,0.790230047577928,0.07347497652600658,0.13629497589606548,1.0
hanifida,0.9632554595764422,0.01306736309577401,0.023677177327783797,1.0
harapan,0.3837774077996882,0.5942419082976944,0.021980683902617384,1.0
harapannya,0.1873658564475707,0.6240071889717488,0.1886269545806806,1.0000000000000002
harapkan,0.10264985211355682,0.3167086743366306,0.5806414735498127,1.0
hard,0.1871877526514052,0.6241690135216846,0.1886432338269102,1.0
hardcopi,0.1323911229929062,0.08155388770761796,0.7860549892994759,1.0
harddisk,0.1871877541055744,0.6241690105952642,0.1886432352991614,1.0
hardwar,0.5453782779276513,0.3359211832720059,0.1187005388003428,1.0
harga,0.0037776993333055366,0.24103958619066154,0.755182714476033,1.0
harian,0.1435525922960599,0.7327958334791185,0.12365157422482168,1.0
harihari,0.7930752062199184,0.07366428377465117,0.13326051000543043,1.0
harinya,0.09355778477460151,0.8140603901197149,0.09238182510568352,0.9999999999999999
harkat,0.18718775256340633,0.6241690136979599,0.18864323373863384,1.0
harmoni,0.048878560578726825,0.1629829893321996,0.7881384500890736,1.0
harokat,0.7643540666329659,0.07346028395263092,0.16218564941440322,1.0
haromain,0.18718775312539632,0.6241690125671662,0.18864323430743746,0.9999999999999999
harri,0.036029713671641615,0.02015771969322444,0.9438125666351339,1.0
harta,0.13153748903169007,0.07310095980639467,0.7953615511619154,1.0000000000000002
hash,0.943275820784505,0.02016224516472752,0.03656193405076749,1.0
hasil,0.29956107170053853,0.3805034589890743,0.3199354693103872,1.0
hasilkan,0.3434702367743031,0.33395574169891334,0.3225740215267835,0.9999999999999999
hasilnya,0.31186358445791296,0.24704326931592474,0.4410931462261623,1.0
hasilâ,0.13198761479541582,0.07755822582873406,0.7904541593758501,1.0
hasyim,0.09174603295790125,0.8157945614322699,0.09245940560982865,0.9999999999999999
hat,0.1315374882737353,0.07310095956351924,0.7953615521627454,1.0
hati,0.7932816516518644,0.07347670915797506,0.13324163919016044,0.9999999999999999
haversin,0.1871877522276283,0.6241690143759341,0.18864323339643763,1.0
havij,0.7932816517879795,0.0734767091257892,0.13324163908623135,1.0
hawar,0.7932816516331991,0.07347670916284259,0.13324163920395823,0.9999999999999999
head,0.056575022525717035,0.03175453306439414,0.9116704444098889,1.0
headmount,0.13153748887942182,0.07310095975851236,0.7953615513620658,1.0
health,0.8755509452652781,0.044234617185896226,0.08021443754882575,1.0000000000000002
help,0.1947058045839137,0.6173381675794835,0.18795602783660287,1.0
hematolog,0.09955284451623725,0.8030379852614293,0.09740917022233332,0.9999999999999999
hematologist,0.13425665937135428,0.7348706858380836,0.13087265479056226,1.0000000000000002
hemorrhag,0.7873262315357508,0.07347332813560487,0.1392004403286444,1.0
henti,0.19096721545354153,0.6207350213038888,0.18829776324256958,1.0
hero,0.19950236694823187,0.6120032590683055,0.18849437398346258,1.0
heterogen,0.18718775277279046,0.6241690132768516,0.18864323395035792,1.0
heurist,0.5290172737616562,0.017158767614209796,0.45382395862413394,0.9999999999999999
hewan,0.0302854091575651,0.11892317042542076,0.8507914204170142,1.0
hh,0.13153748812902952,0.07310095951756988,0.7953615523534006,1.0
hibrid,0.7884002860616196,0.07347393788838091,0.1381257760499994,1.0
hibrida,0.05656886715883512,0.03161731461619141,0.9118138182249734,1.0
hiburan,0.7203183468700891,0.01171299845447493,0.267968654675436,1.0
hid,0.06076412916513064,0.8779992692762353,0.061236601558634175,1.0
hidayatun,0.1871877525670832,0.6241690136964053,0.18864323373651143,1.0
hidden,0.2888101630826335,0.675111420960182,0.03607841595718462,1.0
hidung,0.02647919371206737,0.014688328514154964,0.9588324777737777,1.0
hidup,0.7704226378526783,0.010885583321224274,0.2186917788260974,0.9999999999999999
hierarch,0.030184715749487116,0.9393958667921054,0.030419417458407354,0.9999999999999999
hierarchi,0.008258390992012265,0.6383730471295683,0.3533685618784194,1.0
hierarci,0.13190201656811903,0.07671060900124654,0.7913873744306344,1.0
hierarki,0.3791698237786386,0.5575076875408651,0.06332248868049628,1.0
high,0.18430846101976475,0.5956572463441149,0.22003429263612032,0.9999999999999999
